created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Thu Nov 16 23:59:10 +0000 2023;1725302522234183748;"Prabowo pelanggar HAM !! Cawapresnya politik dinasti https://t.co/yr6WeNYEKI";0;0;0;0;in;1579368000615985152;1725302414323114126;LisaRicaRica;https://twitter.com/LisaRicaRica/status/1725302522234183748
Thu Nov 16 23:59:03 +0000 2023;1725302493633225070;"Prabowo pelanggar HAM !! Cawapresnya politik dinasti https://t.co/ym9qC23BSm";0;0;0;0;in;1579368000615985152;1725302414323114126;LisaRicaRica;https://twitter.com/LisaRicaRica/status/1725302493633225070
Thu Nov 16 23:58:57 +0000 2023;1725302467448160467;"Prabowo pelanggar HAM !! Cawapresnya politik dinasti https://t.co/LrJWoiIUI5";0;0;0;0;in;1579368000615985152;1725302414323114126;LisaRicaRica;https://twitter.com/LisaRicaRica/status/1725302467448160467
Thu Nov 16 23:58:52 +0000 2023;1725302445465907246;"Prabowo pelanggar HAM !! Cawapresnya politik dinasti https://t.co/LC6C44ExtY";0;0;0;0;in;1579368000615985152;1725302414323114126;LisaRicaRica;https://twitter.com/LisaRicaRica/status/1725302445465907246
Thu Nov 16 23:58:44 +0000 2023;1725302414323114126;"Prabowo pelanggar HAM !! Cawapresnya politik dinasti https://t.co/KZyJUF74cj";0;4;0;0;in;1579368000615985152;1725302414323114126;LisaRicaRica;https://twitter.com/LisaRicaRica/status/1725302414323114126
Thu Nov 16 23:57:54 +0000 2023;1725302203496448054;"@ainunnajib Kok ada org "intelektuel" tapi beranggapan bahwa kami sentimen negatif atas politik dinasti pak Jokowi &amp  keluarga. Jgn tutup mata bahwa saat ini rakyat mayoritas masih mudah dibohongi dibodoh-bodohi. Akar rumput jgn digadaikan demi kekuasaan yg justru menyengsarakan mereka!";0;0;0;0;in;1596551599895490560;1725055364675350909;Arsyam592022;https://twitter.com/Arsyam592022/status/1725302203496448054
Thu Nov 16 23:56:38 +0000 2023;1725301886222582236;"KEJAHATAN POLITIK DINASTI, SURPLUS UTANG DAN KEJAHATAN KKN DAN KASUS KEJAHATAN KEMANUSIAAN#JUSTICEFORALL#REVOLUSIHUKUMDANKEADILAN.";0;0;0;0;in;3228973832;1725301886222582236;penjagadapur;https://twitter.com/penjagadapur/status/1725301886222582236
Thu Nov 16 23:56:09 +0000 2023;1725301763673309370;"Korupsi konstitusi demi lancarnya KKN dn Dinasti Politik https://t.co/vF81DqqOsg";0;0;0;1;in;1572600613099425795;1725301763673309370;JSedoe;https://twitter.com/JSedoe/status/1725301763673309370
Thu Nov 16 23:54:47 +0000 2023;1725301419832676439;"u ahli d bidang IT. Kl emang peduli Indonesia, u sosialisasikan lah bahayanya politik dinasti melalui keahlian u.  Sgitunya amat yg abis d undang pemerintah, pdhl dah 8thn an konsep proyeknya d cuekin. Peka dikit napa konsep proyeknya br d follow up skrg.";0;0;0;0;in;90353315;1725301419832676439;MyNameIsMboy;https://twitter.com/MyNameIsMboy/status/1725301419832676439
Thu Nov 16 23:53:16 +0000 2023;1725301039040250310;"KKN dn politik dinasti mulus tanpa hambatan apapun ya https://t.co/KWq3ZFwbUh";1;0;0;1;in;1572600613099425795;1725301039040250310;JSedoe;https://twitter.com/JSedoe/status/1725301039040250310
Thu Nov 16 23:53:11 +0000 2023;1725301015963209922;"@msaid_didu Untuk lawan politik dinasti darah sdh tertumpah pahlawan kita erlang sdh gugur utuk perjuangkan....kini di cedera dan terang2 lagngsun ke pucuk kekuasaan. Luar biasa bejatnya";0;0;0;0;in;1617749254436720640;1725145283393470497;IfandyPeter;https://twitter.com/IfandyPeter/status/1725301015963209922
Thu Nov 16 23:52:52 +0000 2023;1725300935952589210;"@onedarwanto @Aryprasetyo85 @psi_id @007koteka @03__nakula @__AnakKolong @B3doel___ @FirzaHusainID @GunRomli @Gus_Raharjo Sepakat, "tenggelamkan" pasangan capres / cawapres yg dipimpin pelanggar HAM dan pelaku politik dinasti";0;0;0;0;in;969099873856335877;1725198223428538515;ParapatYohanes;https://twitter.com/ParapatYohanes/status/1725300935952589210
Thu Nov 16 23:50:45 +0000 2023;1725300404895068543;"Kalau seandainya mas Gibran jadi wakil GP pasti isu isu Dinasti politik ga bergema.  Buzzer paling aneh sejauh ini ya cuma dari partai itu ga di tiktok, twitter, fb, instagram sama semua. Umur tua, muka tua, tapi kelakuan kayak anak-anak suka mengadu domba.";0;0;0;0;in;1307940014865567745;1725298761608687710;IsmailAziz29;https://twitter.com/IsmailAziz29/status/1725300404895068543
Thu Nov 16 23:47:53 +0000 2023;1725299680698057011;"Dan masih banyak lagi kejanggalan dan pernyataan aneh dari para buzzer yang merah merah itu. Mulai menggugat ke MK perihal politik Dinasti dan lain sebagainya. Kenapa baru sekarang? Takut kalah suara kah?  Atau karena mas Gibran bukan wakilnya GP makanya heboh pada berisik.";0;1;0;0;in;1307940014865567745;1725298761608687710;IsmailAziz29;https://twitter.com/IsmailAziz29/status/1725299680698057011
Thu Nov 16 23:44:41 +0000 2023;1725298876427718865;"@DokterTifa Lgi skrol cari yg komen pollitik identitas .. mau jawab drpda politik dinasti dan KKN ..";0;0;0;0;in;103704483;1725100248790659085;imam_malik;https://twitter.com/imam_malik/status/1725298876427718865
Thu Nov 16 23:42:59 +0000 2023;1725298448172569060;"@nongandah Semoga diikuti kampus2 lain dan tokoh2 masyarakat sehingga mendorong rakyat ikut serta melawan politik dinasti. Rakyat bergerak slsekuat apapun pemerintahnya akan tumbang";0;0;0;0;in;240560030;1725012708956029255;iwanarmita;https://twitter.com/iwanarmita/status/1725298448172569060
Thu Nov 16 23:42:33 +0000 2023;1725298340328538616;"Selain itu, JK juga membandingkan dengan era-era kepresidenan sebelumnya yang dianggap lebih demokratis – salah satunya era Megawati Soekarnoputri. Politikus senior Golkar tersebut juga mengatakan bahwa Soekarno dan Soeharto tidak berpikir soal politik dinasti ketika menjabat.";0;1;0;0;in;798770586784702464;1725287637945319920;pinterpolitik;https://twitter.com/pinterpolitik/status/1725298340328538616
Thu Nov 16 23:42:11 +0000 2023;1725298246384566480;"Wakil Presiden (Wapres) ke-10 dan ke-12, @jusufkalla (JK), ikut berbicara mengenai situasi demokrasi dan politik dinasti terkini. Dalam acara Habibie Democracy Forum, JK mengatakan bahwa demokrasi memburuk meski belum sampai satu dekade.";0;1;0;0;in;798770586784702464;1725287637945319920;pinterpolitik;https://twitter.com/pinterpolitik/status/1725298246384566480
Thu Nov 16 23:37:47 +0000 2023;1725297142070456366;"@NgkongRoses Sama dong dengan Kerajaan Inggris. Monarki dong jadinya... Monarki Politik dan identik dengan Dinasti Politik.";2;0;0;2;in;106930083;1725295345129927156;JimmyEdward01;https://twitter.com/JimmyEdward01/status/1725297142070456366
Thu Nov 16 23:36:21 +0000 2023;1725296779338690627;"@cahyadibison Tolak dinasti politik";0;0;0;0;eu;2426857231;1725128802236514808;MarietoniCarlos;https://twitter.com/MarietoniCarlos/status/1725296779338690627
Thu Nov 16 23:36:13 +0000 2023;1725296745511518714;"Yang munafik di mana nya? Perkataan PSI itu emang benar, pertanyaan nya apakah realita sekarang terjadi politik Dinasti?   Makna Dinasti itu apa? terutama di Negara Sistem Demokrasi.";0;1;0;1;in;1424573456029347840;1725296745511518714;firman__nurhuda;https://twitter.com/firman__nurhuda/status/1725296745511518714
Thu Nov 16 23:33:23 +0000 2023;1725296034509955180;"pas tidur samar2 denger emak gw lg dengerin video bahas politik aja gw tidur mimpi lg kelas bahasnya dinasti jokowi trs kepala gw sakit bgt karna ngga ngerti WKWKWK. bangun2 kepala gw sakit bjir gara2 posisi tidurnya egk enak";0;0;0;0;in;1032638026432671750;1725296034509955180;conutkoo;https://twitter.com/conutkoo/status/1725296034509955180
Thu Nov 16 23:31:44 +0000 2023;1725295618548248880;"Banyak juga Pemimpin yang memiliki keturunan memimpin suatu negeri baik bapak dan anaknya juga melakukan pencalonan, apalagi pencalonannya dilakukan semasa bapaknya berkuasa di akhir periode.   Serta ada di lompati beberapa tahun kemudian, apakah termasuk Dinasti  politik?";0;0;0;1;in;1424573456029347840;1725295615830368432;firman__nurhuda;https://twitter.com/firman__nurhuda/status/1725295618548248880
Thu Nov 16 23:31:43 +0000 2023;1725295615830368432;"Sebenarnya Perkataan ini emang benar, tapi secara realita kondisi saat ini kita menerapkan politik demokrasi bukan Dinasti.   Dinasti itu ditunjuk oleh seseorang penguasa bukan dipilih atau mencalonkan agar dipilih oleh masyarakat.";0;1;0;1;in;1424573456029347840;1725295615830368432;firman__nurhuda;https://twitter.com/firman__nurhuda/status/1725295615830368432
Thu Nov 16 23:31:09 +0000 2023;1725295471319794091;"@andre_rosiade W sih sebener nya kesel prabowo gibran tp w lebih kesel lg sm buzzer2 laknat yg tereak politik dinasti karna gibran cawapres ,lah dulu waktu boby gibran nyalonin jd walikota lo diem aja,kan ngeheeeek udah lanjutin aja trs biar buzzer2 laknat mati kekesalan";0;0;0;1;in;2415704041;1725287711031107861;YuliantoRobby;https://twitter.com/YuliantoRobby/status/1725295471319794091
Thu Nov 16 23:29:33 +0000 2023;1725295070650552661;"Sentimen Publik atas Dinasti Jokowi  Dalam survei nasional tatap muka terbaru SMRC (29 Oktober-5 Nopember 2023), SMRC bertanya:  "Apakah Ibu/Bapak tahu atau pernah mendengar pendapat yang menyebut bahwa presiden Jokowi sedang membangun politik dinasti..  ..anaknya, Gibran… https://t.co/Hr2AZV5rFg";7;25;24;106;in;33456112;1725295070650552661;muchlis_ar;https://twitter.com/muchlis_ar/status/1725295070650552661
Thu Nov 16 23:25:45 +0000 2023;1725294113531351352;"@ainunnajib Ga penting mo politik dinasti kek, pamanku pahlawanku kek. Yg penting prabowo jangan sampe jadi presiden! Kerna di belakangny paling bnyk mafia hitamny ketimbang kandidat lain, yg siap mencaplok kembali sda Indonesia";0;0;0;1;in;154390739;1725055364675350909;Qutu_Qupret;https://twitter.com/Qutu_Qupret/status/1725294113531351352
Thu Nov 16 23:25:30 +0000 2023;1725294048330879316;"Gak ada cendekiawan dan budayawan yg setuju tindakan @jokowi yg rusak reformasi dg dinasti politik...parah... #JumatBerkah";0;0;0;0;in;1438017153467248642;1725294048330879316;KabarS4habat;https://twitter.com/KabarS4habat/status/1725294048330879316
Thu Nov 16 23:24:36 +0000 2023;1725293821322563777;"@Alpha_Phoenix__ Jaman sekarang kok masih ributin urusan politik sekelas sunni syiah. Noh Salahudin dulu jg mengabdi pada dinasti syiah.";0;0;0;1;in;1022138873814474753;1725021889901560108;shotgunputer;https://twitter.com/shotgunputer/status/1725293821322563777
Thu Nov 16 23:23:15 +0000 2023;1725293482959638617;"Tipu daya konstitusi, rusaknya reformasi, mundurnya demokrasi, demi melanggengkan kekuasaan politik dinasti.  Semua demi Gibran, maju menjadi cawapres dengan membawa beban cacat hukum. https://t.co/03IRYnUO0r";0;1;3;5;in;1457046180;1725293482959638617;Relawan_GPXMMD;https://twitter.com/Relawan_GPXMMD/status/1725293482959638617
Thu Nov 16 23:21:35 +0000 2023;1725293062329602165;"@adearmando61 udah kelihatan watak aslinya dah gak logis LG ...dan pengusung dinasti politik";0;1;0;1;in;1438017153467248642;1725293062329602165;KabarS4habat;https://twitter.com/KabarS4habat/status/1725293062329602165
Thu Nov 16 23:21:22 +0000 2023;1725293010370597008;"@yush_abubakar @PDI_Perjuangan @ganjarpranowo Yang jadi persoalan kan sebetulnya caranya membangun politik dinasti dengan cara kasar utk mengubah2 aturan main, itu yang bikin banyak orang marah sekaligus kawatir...  Kalau poldin dibangun dengan mengikuti aturan main ya sebenernya sah2 saja, tinggal penilaian pemilihnya.";0;0;0;0;in;1476124927;1723761886091755919;masgung1973;https://twitter.com/masgung1973/status/1725293010370597008
Thu Nov 16 23:19:30 +0000 2023;1725292540377903386;"@ainunnajib Yg main  tt termasuk rakyat dan kalangan intelektual kan . Yg pasti nya byk yg ga mau politik dinasti..... Masa mundur lg ini negara.... 98 udh Reformasi anti nepotisme dan anti politik dinasti..... Skrg dibikin  baru lg.... Yg lucunya ada yg dukung nya....ga guna nyawa 98 dong";0;0;0;0;in;1605141843544801280;1725055364675350909;Ginakyo2;https://twitter.com/Ginakyo2/status/1725292540377903386
Thu Nov 16 23:18:34 +0000 2023;1725292303017979991;"Beri Kuliah Umum di Universitas Andalas Padang, Mahfud Singgung Dinasti Politik https://t.co/VeGRLqjjGt";0;2;0;8;in;71436318;1725292303017979991;KompasTV;https://twitter.com/KompasTV/status/1725292303017979991
Thu Nov 16 23:18:18 +0000 2023;1725292236676722989;"Pengetahuan dan Sentimen Publik terhadap Politik Dinasti  Prof Saiful Mujani @saiful_mujani menyatakan dalam survei opini publik, sebuah konsep tidak bisa ditanyakan secara langsung karena bisa memiliki pengertian yang bermacam-macam.   "Politik dinasti adalah satu konsep yang… https://t.co/1UBLnzvJz9";2;3;10;17;in;33456112;1725292236676722989;muchlis_ar;https://twitter.com/muchlis_ar/status/1725292236676722989
Thu Nov 16 23:15:51 +0000 2023;1725291621196128431;"Mahasiswa bergerak melawan neo Orba, penyalahgunaan kekuasaan dan politik dinasti. https://t.co/IVjwt14Oqb";0;0;0;0;in;1628019266783154176;1725291621196128431;pesonanegeri123;https://twitter.com/pesonanegeri123/status/1725291621196128431
Thu Nov 16 23:15:23 +0000 2023;1725291504976240921;"gagalkan politik dinasti";0;0;0;0;in;1618289154051428352;1725291144903541074;Liza16144812;https://twitter.com/Liza16144812/status/1725291504976240921
Thu Nov 16 23:15:15 +0000 2023;1725291469148422179;"@Liza16144812 dinasti politik membodohi rakyat";0;0;0;0;in;1635599274728906752;1725291144903541074;andriyo37797219;https://twitter.com/andriyo37797219/status/1725291469148422179
Thu Nov 16 23:15:11 +0000 2023;1725291451289051379;"@Liza16144812 politik dinasti merugikan rakyat";0;0;0;0;in;1618287998835240963;1725291144903541074;Kaylee26651810;https://twitter.com/Kaylee26651810/status/1725291451289051379
Thu Nov 16 23:15:06 +0000 2023;1725291434394460498;"@Liza16144812 waspada politik dinasti";0;0;0;0;und;1618287314870075392;1725291144903541074;Danika78864866;https://twitter.com/Danika78864866/status/1725291434394460498
Thu Nov 16 23:15:03 +0000 2023;1725291418028249387;"tolak politik dinasti";0;0;0;0;eu;1618289154051428352;1725291144903541074;Liza16144812;https://twitter.com/Liza16144812/status/1725291418028249387
Thu Nov 16 23:14:48 +0000 2023;1725291358490173907;"Yg kek beginian g perlu di survai survei.. khawatir kedepannya membiasakan politik dinasti, hingga akhirnya mnjadi lumrah.  Perangi Politik dinasti kl perlu bikin UU yg mengatur ttg kekuasan klrg.";0;0;0;0;in;90353315;1725291358490173907;MyNameIsMboy;https://twitter.com/MyNameIsMboy/status/1725291358490173907
Thu Nov 16 23:14:32 +0000 2023;1725291290756296833;"@ch_chotimah2 @jokowi Gua bilang jg apa. Jokowi bukan Gibran. Jadi narasi politik dinasti, ayah sayang anak, nepotisme bla bla bla itu semua salah alamat. Masih pada benci Jokowi? Ojo kesusu. Ojo grusa grusu. 🤣😂😅";0;1;0;0;in;2281270728;1725080694383337679;sonnyprakosa7;https://twitter.com/sonnyprakosa7/status/1725291290756296833
Thu Nov 16 23:12:06 +0000 2023;1725290679264530751;"@Dennysiregar7 Partisipasi mahasiswa dalam aksi menolak politik dinasti adalah bentuk kesadaran akan pentingnya pemerintahan yang bersih, b3rsih b3rsih b3rsih nih";0;0;0;0;in;2999791027;1725042544755785879;tertautt;https://twitter.com/tertautt/status/1725290679264530751
Thu Nov 16 23:07:22 +0000 2023;1725289486194786680;"Ribuan mahasiswa Jawa Timur gelar mimbar bebas Tolak Politik Dinasti https://t.co/Sjme5Eu3td";0;0;0;0;in;1581465439171129344;1725289486194786680;greengoblin_21;https://twitter.com/greengoblin_21/status/1725289486194786680
Thu Nov 16 23:07:11 +0000 2023;1725289440770469908;"Saya heran kok bisa @jokowi berubah? Partai2 seperti @golkar_id @PDemokrat  @AgusYudhoyono @Gerindra dll kok seperti gak paham reformasi gak menentang politik dinasti yg rusak konstitusi";0;0;2;4;in;1438017153467248642;1725289440770469908;KabarS4habat;https://twitter.com/KabarS4habat/status/1725289440770469908
Thu Nov 16 23:06:37 +0000 2023;1725289298868781540;"@Dennysiregar7 Partisipasi mahasiswa dalam aksi menolak politik dinasti adalah upaya positif untuk mewujudkan perubahan.";0;0;0;0;in;894937292430856192;1725042544755785879;thaixland;https://twitter.com/thaixland/status/1725289298868781540
Thu Nov 16 23:03:39 +0000 2023;1725288550256804258;"@ainunnajib Halo pak, kalau sy pribadi bukan politik dinasti yg sy tolak, tpi cara2 kotor di MK untuk meloloskan seseorang untuk maju pilpres. Yg terkesan dipaksakan dan cacat konstitusional. Dan catat, sy bukan kalangan intelektual. 😀";0;0;0;0;in;3310195867;1725055364675350909;putuwilly_;https://twitter.com/putuwilly_/status/1725288550256804258
Thu Nov 16 23:03:01 +0000 2023;1725288390575469042;"@Dennysiregar7 Aksi mahasiswa menolak politik dinasti menunjukkan kepedulian mereka terhadap demokrasi yang sehat.";0;0;0;0;in;777358620153348096;1725042544755785879;laperbrow;https://twitter.com/laperbrow/status/1725288390575469042
Thu Nov 16 23:02:56 +0000 2023;1725288370014957746;"@RiuTheCommoners ....knapa PSI gak tolak politik dinasti di MK --- enteh diam karena munafeeekkkan..?? -- byaak bicara omong kosong -- tOLOLLL";0;0;1;1;in;1551048725610758144;1725142415940714993;YusufNusantara5;https://twitter.com/YusufNusantara5/status/1725288370014957746
Thu Nov 16 23:01:01 +0000 2023;1725287886243987804;"@henrysubiakto Ngga jd persoalan jk disebut petugas partai  sbg bentuk loyalitas sbg kader.  Yg penting, tdk merusak tatanan sistem tata negara &amp  fokus kpd kepentingan rkyt &amp  negara. Perubahan sikap jkw kpd partai sbg kader adlh ambisi kekuasaan.  Dimulai rencana 3 periode smp dinasti politik.";0;0;0;0;in;1413682951;1725165430463946834;ivanbodyman;https://twitter.com/ivanbodyman/status/1725287886243987804
Thu Nov 16 22:42:54 +0000 2023;1725283327190716675;"Suarakan terus kebobrokan politik dinasti yang diawali sikap mencla mencle";0;0;1;3;in;1491438677674717186;1725283327190716675;Krisna0902022;https://twitter.com/Krisna0902022/status/1725283327190716675
Thu Nov 16 22:31:40 +0000 2023;1725280503245492602;"@NgkongRoses @jokowi Gimana dengan Puan yang sekarang duduk sebagai Ketua DPR RI? Dan anak2 nya, cucu2 Soekarno yang sekarang duduk di DPR. Mereka wakil darimana? Bukan kah hal itu yang disebut Dinasti Politik? Untuk bisa berada di Caleg teratas tentu ada cawe2 Bu Ketum.....ribet banget jadi kalian";1;3;0;0;in;106930083;1725136770914988367;JimmyEdward01;https://twitter.com/JimmyEdward01/status/1725280503245492602
Thu Nov 16 22:30:30 +0000 2023;1725280207580663922;"@mochamadarip Saya pilih gibran karna omongan elit pdi yg serampangan bukanya mebalas prabowo gibran dgn gagasa2 yg lebih baik tapi mlah sibuk menyerang jokowi secara pribadi Padahal yg dituduhkan itu belum tenu benar Selalu berbicara dinasti politik lo pikir kami bodoh";0;0;0;0;in;1498112977794629632;1723186726192177539;RoniKlk;https://twitter.com/RoniKlk/status/1725280207580663922
Thu Nov 16 22:27:04 +0000 2023;1725279342723584275;"@ZulkifliLubis69 @indra_dirjan “Dinasti politik Jokowi tak hanya mengoyak etika politik, tapi juga sekaligus merusak demokrasi,” tulis Majalah Tempo. https://t.co/91jOZVH95L… .";0;0;0;0;in;1482600556669460485;1725059083726930346;ForRezim;https://twitter.com/ForRezim/status/1725279342723584275
Thu Nov 16 22:26:34 +0000 2023;1725279216533696935;"@sosmedkeras Itulah hasil pendidikan kita sekarang, kl dulu ada pendidikan BUDI PEKERTI &amp  PMP di mana ada pelajaran bagaimana SIKAP KITA dlm bermasyarakat. Oleh krn itu sekarang BUDAYA MALU dlm KORUPSI tdk tercermin dlm kehidupan bermasyarakat KITA &amp  yg terbaru berkembangnya POLITIK DINASTI";0;0;0;0;in;101966104;1724776565115105619;dodyXwidodo;https://twitter.com/dodyXwidodo/status/1725279216533696935
Thu Nov 16 22:22:45 +0000 2023;1725278257342304531;"Sejumlah publik meyakini Presiden Joko Widodo ( @jokowi ). Tengah membangun dinasti politik. Hal ini merupakan hasil survei yang dilakukan oleh Saiful Mujani Research And Consulting (SMRC). Kok bisa ye ? Baca nye mbari ngupi👍🏻☕🚬🤟 biar cihuyy kawans. 👇https://t.co/IB9ajp4HYD";2;1;10;28;in;1140084771453714432;1725278257342304531;RizkiR4madani;https://twitter.com/RizkiR4madani/status/1725278257342304531
Thu Nov 16 22:13:58 +0000 2023;1725276047141122185;"@tvOneNews Bener bener keluarga DRAKOR 🤣🤣🤣mahkamah keluarga, dinasti politik https://t.co/CKXY9O7DlN";0;0;0;0;in;796665080;1724619023030333839;moekt_pi;https://twitter.com/moekt_pi/status/1725276047141122185
Thu Nov 16 22:07:17 +0000 2023;1725274364382265796;"@Melihat_Indo Rakyat sudah bisa menilai cawapres yang lebih berpengalaman dan jujur taat hukum. Bukan Cawapres boneka dinasti politik.";0;0;0;0;in;1708034909942767616;1725146502463381586;dora93yaki;https://twitter.com/dora93yaki/status/1725274364382265796
Thu Nov 16 21:58:57 +0000 2023;1725272267897057689;"@narkosun @DediMulyadi71 Oh itu aslinya utuh nya,, bener bener keluarga Drakor, mahkamah keluarga, dinasti politik,,";0;1;0;1;in;796665080;1724637234085966278;moekt_pi;https://twitter.com/moekt_pi/status/1725272267897057689
Thu Nov 16 21:48:38 +0000 2023;1725269670272331975;"Ribuan mahasiswa jatim gelar mimbar bebas tolak politik dinasti https://t.co/BEhKqG1g6M";0;0;0;0;in;85091572;1725269670272331975;jevs_07yahoocom;https://twitter.com/jevs_07yahoocom/status/1725269670272331975
Thu Nov 16 21:48:17 +0000 2023;1725269586319179928;"@Fahrihamzah 🤣🤣🤣ektingx masih kurang galak masih kayak komedi. Perlu belajar lagi sama jokowi dan mak banteng. Ngomong2 sinitron DRAMA politik dinasti jokowi CS in udah berapa ipisode? https://t.co/hhiLBvkJR0";0;0;0;0;in;1586567954837245960;1725087556520530133;AyatulH86561504;https://twitter.com/AyatulH86561504/status/1725269586319179928
